Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
Funk Estranho,Funk Estranho - Single,prod.67,2024-05-31,QZNWR2410858,0.0,25.9,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214880,0.0,25.9,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020-05-08,FRY682000003,0.0,25.9,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,80.0,0.0,15.0,0.0,0.0,0.0,0.0,0,,False
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,2023-07-28,USUM72311135,0.0,25.9,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,359.0,11.0,0.0,35.0,0.0,0.0,0.0,0.0,1,,True
Clash (feat. Stormzy),Clash (feat. Stormzy),Dave,2021-07-08,GBUM72103840,0.0,25.9,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,6.0,10.0,0.0,21.0,0.0,109.0,0.0,0.0,1,,True
Salt,Salt (The Remixes),Ava Max,2019-12-12,USAT21906991,0.0,25.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,41.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Fire On Fire,Fire On Fire,Sam Smith,2018-12-21,GBUM71807533,0.0,25.9,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0,,False
Problema,Problema,Carlos Agassi,2023-09-27,TCAHM2313718,0.0,25.9,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,1,,True
Shoong! (feat. LISA of BLACKPINK),Down to Earth,TAEYANG,2023-04-25,KSA002300722,0.0,25.9,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,3.0,0.0,11.0,0.0,375.0,0.0,0.0,0,,False
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Leave Em Alone (with Lil Baby & City Girls feat. PnB Rock),Quality Control,2019-05-29,USUG11900730,0.0,25.8,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,4.0,205.0,9.0,0.0,0.0,0.0,0.0,1,,True
Boyz In Paris (with VINAI),Boyz In Paris (with VINAI),Marnik,2023-07-28,FR9W12333643,0.0,25.8,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,72.0,0.0,16.0,0.0,0.0,0.0,0.0,1,,True
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,USQX91802455,0.0,25.8,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,178.0,65.0,0.0,27.0,0.0,0.0,0.0,0.0,0,,False
Ngozi,Trench to Triumph,Crayon,2023-07-21,US23A1567556,0.0,25.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,9.0,2.0,0.0,22.0,0.0,146.0,0.0,0.0,0,,False
i am not who i was,i am not who i was - Single,Chance Peï¿½,2023-09-21,QZTPX2322912,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,217.0,3.0,0.0,0.0,0.0,668.0,0.0,0.0,0,,False
Single Again,Single Again,Harmonize,2023-02-19,HKC371724447,0.0,25.8,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
July,July,Noah Cyrus,2019-07-31,USQX91901092,0.0,25.8,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,257.0,42.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,2017-05-26,USSD11700143,0.0,25.8,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,59.0,24.0,0.0,29.0,0.0,0.0,0.0,0.0,0,,False
Andamos Mejor,Andamos Mejor,Los Gemelos De Sinaloa,2022-01-24,USDXS2200425,0.0,25.8,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,186.0,6.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Drag Me Down,Drag Me Down,One Direction,2015-07-31,GBHMU1500070,0.0,25.8,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,89.0,45.0,0.0,22.0,0.0,0.0,0.0,0.0,0,,False
Tu Turrito,Tu Turrito,Rei,2022-05-04,UYB282208022,0.0,25.8,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,False
greedy,greedy (Official Video),Tate McRae,2023-09-14,USRV82300987,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
ýýýý ýýýýýýýýýý,ýýýý ýýýýýýýýýý,ANNA ASTI,2022-06-03,RUA1D2242027,0.0,25.8,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,2020-03-13,QMJMT2002693,0.0,25.8,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,22.0,0.0,18.0,0.0,0.0,0.0,0.0,1,,True
Get Off The Wall,Get Off The Wall,Philly Goats,2023-06-02,USUM72307453,0.0,25.8,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,277.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
It'll Be Okay,It'll Be Okay,Shawn Mendes,2021-12-01,USUM72122321,0.0,25.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,97.0,36.0,0.0,22.0,0.0,0.0,0.0,0.0,0,,False
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,2022-01-14,ES5152101308,0.0,25.8,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,0.0,0.0,1,,True
Stereo Hearts (feat. Adam Levine),Megahits 2012 - Die Erste,Gym Class Heroes,2011-01-01,USAT21101071,0.0,25.8,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,42.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
Number 2,Number 2 / Never Last,Lil Tecca,2024-05-03,USUM72404634,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,4.0,1.0,0.0,6.0,0.0,83.0,0.0,0.0,1,,True
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,2014-09-01,USWB11402508,0.0,25.8,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,1,,True
Killshot,Killshot,Eminem,2018-09-19,USUM71814876,0.0,25.8,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,496.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,True
Cartï¿½ï¿½o B,Cartï¿½ï¿½o B,MC Caverinha,2023-05-11,BRRGE2300377,0.0,25.8,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,449.0,0.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0,,False
Jai Jai Shivshankar (The Unwind Mix),The Unwind Mix,Benny Dayal,2022-05-07,INY092200047,0.0,25.7,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Fuck Niggaz,Fuck Niggaz,YoungBoy Never Broke Again,2024-02-06,USUG12400657,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,1,,True
Drama (feat. Drake),Exis,Roy Woods,2015-07-31,USWB11508706,0.0,25.7,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,231.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1,,True
Entre Nosotros,Entre Nosotros,Tiago PZK,2021-07-08,ARGT32100004,0.0,25.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,31.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,2018-08-31,USUM71813334,0.0,25.7,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,15.0,15.0,0.0,19.0,0.0,0.0,0.0,0.0,1,,True
Casanova,Casanova,Soolking,2023-12-07,FRPZ92346900,0.0,25.7,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,32.0,0.0,20.0,0.0,0.0,0.0,0.0,0,,False
Fruto,en dormir sin Madrid,Bizarrap,2023-10-03,UYB282301044,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,20.0,0.0,118.0,0.0,0.0,0,,False
Bandana,Bandana,Fireboy DML,2022-07-13,USUYG1433884,0.0,25.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,6.0,6.0,0.0,29.0,0.0,748.0,0.0,0.0,1,,True
the perfect pair,Beatopia,beabadoobee,2022-07-15,GBK3W2202093,0.0,25.7,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,131.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,2022-05-03,QZRD92201643,0.0,25.7,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,976.0,1.0,891.0,30.0,0.0,0.0,0.0,0.0,1,,True
Falling Angel,Falling Angel,HCTM,2022-08-13,SGB502232845,0.0,25.7,0.0,79.0,0.0,14.0,0.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Sofia,Sofia,Clairo,2019-07-26,US4HB1900086,0.0,25.7,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,179.0,20.0,0.0,63.0,0.0,0.0,0.0,0.0,0,,False
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,2023-06-29,USAT22306163,0.0,25.7,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,2023-09-15,USRC12202650,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,441.0,14.0,0.0,20.0,0.0,746.0,0.0,0.0,1,,True
Forever,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,USQX91902499,0.0,25.7,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,285.0,162.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,2024-04-12,USWB12401318,0.0,25.7,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,812.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,1,,True
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,2022-09-30,SGB502283597,0.0,25.7,0.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208981,0.0,25.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,663.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,1,,True
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,2023-06-08,QM3DF2224166,0.0,25.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Revenge,Revenge,XXXTENTACION,2017-05-18,USUYG1142409,0.0,25.6,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,212.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Attention,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,USA2P2230221,0.0,25.6,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,16.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0,,False
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,2024-05-14,KRA492400665,0.0,25.6,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,,False
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,2024-05-12,ZA56E2416068,0.0,25.6,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,11.0,0.0,38.0,0.0,194.0,0.0,0.0,0,,False
Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,2023-03-24,BRTS22300004,0.0,25.6,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0,,False
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,2022-04-29,GBAHS2200261,0.0,25.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,44.0,0.0,30.0,0.0,182.0,0.0,0.0,0,,False
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,2023-04-22,QZHNB2325204,0.0,25.6,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Zaalim,Zaalim,Badshah,2024-02-24,INS182400465,0.0,25.6,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,,False
Aa,Aa,Roach Killa,2023-09-28,GBMW42301521,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,,False
Rojo,Rojo,J Balvin,2020-02-27,USUM72001732,0.0,25.6,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,470.0,48.0,0.0,16.0,0.0,0.0,0.0,0.0,0,,False
Wonder,Wonder,Shawn Mendes,2020-10-02,USUM72018522,0.0,25.6,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,207.0,28.0,0.0,46.0,0.0,0.0,0.0,0.0,0,,False
Search Bar,Search Bar,NANI,2023-03-17,GBMJG2304014,0.0,25.6,0.0,15.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,False
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,2023-08-04,USUM72311229,0.0,25.6,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,69.0,16.0,0.0,44.0,0.0,0.0,0.0,0.0,1,,True
Midnight City,"Hurry Up, We're Dreaming",M83,2011-01-01,GB55H1100002,0.0,25.6,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,154.0,101.0,0.0,65.0,0.0,0.0,0.0,0.0,0,,False
Better Together,What You See Is What You Get,Luke Combs,2019-11-08,US6XF1800183,0.0,25.6,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,30.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
Sal y Perrea,42,Sech,2021-04-15,QM9WM2100010,0.0,25.6,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,23.0,8.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee's Coney Island,Tee Grizzley,2023-11-02,USAT22311000,0.0,25.6,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
drunk text,drunk text,Henry Moodie,2023-01-27,GBARL2202513,0.0,25.6,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,14.0,0.0,16.0,0.0,275.0,0.0,0.0,0,,False
UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305258,0.0,25.6,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,1,,True
Ginza,Ginza,J Balvin,2015-06-23,MXUM71501907,0.0,25.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,519.0,54.0,0.0,59.0,0.0,0.0,0.0,0.0,0,,False
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,2022-11-04,INS7A2268218,0.0,25.6,0.0,954.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
AM Remix,AM Remix,Nio Garcia,2021-06-24,QMBZ92185047,0.0,25.6,0.0,0.0,0.0,66.0,0.0,0.0,50.0,995.0,0.0,0.0,89.0,0.0,11.0,19.0,0.0,61.0,0.0,0.0,0.0,0.0,1,,True
Baby Me Atende,Baby Me Atende,Matheus Fernandes,2021-02-26,BRWNV2100001,0.0,25.6,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,41.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Hello Koun,Hello Koun,Ritesh Pandey,2019-12-09,INT501947392,0.0,25.6,0.0,178.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
La Jeepeta,La Jeepeta,Nio Garcia,2020-01-02,QMFMF1907946,0.0,25.6,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,208.0,31.0,0.0,0.0,0.0,0.0,1,,True
Jumpman,What A Time To Be Alive,Drake,2015-09-20,USCM51500300,0.0,25.5,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,16.0,34.0,0.0,31.0,0.0,0.0,0.0,0.0,1,,True
Creatures in Heaven,Creatures In Heaven,Glass Animals,2024-04-03,GBUM72310164,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.0,27.0,0.0,42.0,0.0,313.0,0.0,0.0,0,,False
die,die,lucidbeatz,2023-03-03,QZTLA2301933,0.0,25.5,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Late At Night,Late At Night,Roddy Ricch,2021-06-04,USAT22102236,0.0,25.5,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,559.0,16.0,0.0,25.0,0.0,0.0,0.0,0.0,1,,True
Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306673,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,4.0,0.0,48.0,0.0,0.0,0.0,0.0,0,,False
Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,USQX92004785,0.0,25.5,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,119.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,2011-01-01,USAT21104103,0.0,25.5,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,42.0,37.0,0.0,23.0,0.0,0.0,0.0,0.0,0,,False
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,USSM11905215,0.0,25.5,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,26.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,1,,True
CAKE,KILL MY DOUBT,ITZY,2023-07-31,US5TA2300075,0.0,25.5,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,626.0,11.0,3.0,0.0,15.0,0.0,542.0,0.0,0.0,0,,False
I AM WOMAN,I AM WOMAN,Emmy Meli,2021-11-19,USAR12100239,0.0,25.5,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,455.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,1,,True
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364198,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,319.0,0.0,0.0,0.0,11.0,0.0,347.0,0.0,0.0,1,,True
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,2022-04-08,USWB12200423,0.0,25.5,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,192.0,28.0,0.0,25.0,0.0,0.0,0.0,0.0,0,,False
Personal,Talk To Ya - EP,HRVY,2017-11-30,GBUM71705474,0.0,25.5,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,266.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,2022-10-21,GBAHS2201155,0.0,25.5,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,40.0,26.0,0.0,15.0,0.0,150.0,0.0,0.0,0,,False
Nevermind,Nevermind,Dennis Lloyd,2016-12-05,USHM91642610,0.0,25.5,0.0,0.0,0.0,72.0,0.0,0.0,131.0,0.0,0.0,0.0,114.0,0.0,55.0,69.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
Needle (feat. Drake),Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318690,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,23.0,0.0,8.0,0.0,791.0,0.0,0.0,1,,True
Dale Don Dale,Dale Don Dale,ElMusto,2024-05-17,TRADS2300163,0.0,25.5,0.0,745.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,268.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Slow Hands,Slow Hands,Niall Horan,2017-05-04,USUG11700631,0.0,25.5,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,334.0,29.0,0.0,35.0,0.0,0.0,0.0,0.0,0,,False
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300808,0.0,25.5,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,39.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
It's Plenty,"Love, Damini",Burna Boy,2022-07-01,USAT22205418,0.0,25.4,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,6.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,1,,True
sneaky,american dream,21 Savage,2024-01-12,USSM12309176,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,623.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,True
Magnolia,Playboi Carti,Playboi Carti,2017-04-14,USUM71703095,0.0,25.4,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,660.0,71.0,46.0,0.0,11.0,0.0,0.0,0.0,0.0,1,,True
Moletom,MOLETOM - Single,Luan Pereira,2023-06-29,BCX5C2300009,0.0,25.4,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,0.0,0.0,0,,False
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306689,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,100.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0,,False
